"year","period","periodName","value","state","quarter","annual","HPI","MHI","RMHI","poverty","population","sp500","log_pop","log_RMHI"
2010,"M12","December",8.2,"NY",4,1,577.67,49781,57456,16,19400080,12.78,16.7807877477364,10.9587747164659
2011,"M12","December",8.4,"NY",4,1,562.81,50636,56657,16,19498514,0,16.785848815502,10.9447708245772
2012,"M12","December",8.1,"NY",4,1,556.73,47680,52243,17.2,19574549,13.41,16.7897407599844,10.8636611895602
2013,"M12","December",6.7,"NY",4,1,561.59,49966,53949,17.3,19628043,29.6,16.7924698669374,10.8957944348333
2014,"M12","December",5.5,"NY",4,1,579.78,54310,57662,14,19656330,11.39,16.793909981809,10.9623536566817
2015,"M12","December",4.8,"NY",4,1,597.01,58005,61480,14.2,19661411,-0.73,16.7941684401995,11.0264671976525
2016,"M12","December",4.6,"NY",4,1,624.57,61437,64288,11.9,19641589,9.54,16.7931597639315,11.0711282676147
2017,"M12","December",4.4,"NY",4,1,657.65,61543,63043,12.7,19590719,19.42,16.7905664916464,11.0515723122319
2018,"M12","December",4,"NY",4,1,687.6,67274,67274,11.1,19542209,-6.24,16.7880872483428,11.1165291111219
1984,"M12","December",8.9,"OH",4,1,107.45,23123,53376,13.5,10737746,1.4,16.1892757553731,10.8851164857184
1985,"M12","December",8.4,"OH",4,1,111.49,25174,56182,12.8,10734926,26.33,16.1890130959317,10.9363516998822
1986,"M12","December",7.7,"OH",4,1,117.88,25115,55086,12.8,10730268,14.62,16.1885790909958,10.9166508793718
1987,"M12","December",6.1,"OH",4,1,126.2,25773,54649,12.7,10760090,2.03,16.1913544769752,10.9086861951756
1988,"M12","December",5.5,"OH",4,1,133.47,27740,56770,12.4,10798552,12.4,16.1949226090316,10.9467632961648
1989,"M12","December",5.9,"OH",4,1,140.32,29021,56903,10.6,10829217,27.25,16.1977583171945,10.9491033428019
1990,"M12","December",5.9,"OH",4,1,145.5,30013,56083,11.5,10864162,-6.56,16.2009800403042,10.9345880152848
1991,"M12","December",6.5,"OH",4,1,152.45,29790,53712,13.4,10945762,26.31,16.2084629073471,10.8913917192198
1992,"M12","December",7.1,"OH",4,1,158.84,31404,55248,12.5,11029431,4.46,16.216077803317,10.9195874196298
1993,"M12","December",6.1,"OH",4,1,165.29,31285,53685,13,11101140,7.06,16.2225583637117,10.8908889118682
1994,"M12","December",4.1,"OH",4,1,172.44,31855,53545,14.1,11152454,-1.54,16.2271701213403,10.888277700835
1995,"M12","December",4.9,"OH",4,1,182,34941,57351,11.5,11202751,34.11,16.2316699311044,10.9569455591971
1996,"M12","December",4.9,"OH",4,1,189.56,34070,54471,12.7,11242827,20.26,16.2352408832614,10.9054237289388
1997,"M12","December",4.3,"OH",4,1,198.67,36134,56548,11,11277357,31.01,16.238307468069,10.9428451139869
1998,"M12","December",4,"OH",4,1,207.62,38925,60102,11.2,11311536,26.67,16.2413336478897,11.0037983978398
1999,"M12","December",3.9,"OH",4,1,213.63,39489,59702,12,11335454,19.53,16.2434458940551,10.9971207996571
2000,"M12","December",3.4,"OH",4,1,223.99,42962,62821,10,11363543,-10.14,16.2459208064345,11.0480446914632
2001,"M12","December",5.1,"OH",4,1,234.69,41785,59408,10.5,11387404,-13.04,16.2480183902184,10.9921841764169
2002,"M12","December",5.6,"OH",4,1,242.23,42684,59745,9.8,11407889,-23.37,16.2498156915749,10.9978407842839
2003,"M12","December",5.7,"OH",4,1,251.18,43520,59562,10.9,11434788,26.38,16.2521708456957,10.9947730658178
2004,"M12","December",6,"OH",4,1,259.85,43055,57376,11.6,11452251,8.99,16.2536968625289,10.9573813764049
2005,"M12","December",5.4,"OH",4,1,267.13,44203,56975,12.3,11463320,3,16.2546629306108,10.9503678541139
2006,"M12","December",5.2,"OH",4,1,266.54,45900,57305,12.1,11481213,13.62,16.2562226052948,10.9561431589308
2007,"M12","December",5.6,"OH",4,1,262.12,49099,59609,12.8,11500468,3.53,16.2578982881576,10.9955618483645
2008,"M12","December",7.7,"OH",4,1,253.41,46934,54873,13.7,11515391,-38.49,16.2591950463704,10.912776703244
2009,"M12","December",10.8,"OH",4,1,246.66,45879,53826,13.3,11528896,23.45,16.2603671374441,10.8935119007873
2010,"M12","December",9.2,"OH",4,1,244.24,45886,52961,15.4,11536182,12.78,16.2609989150814,10.8773110726079
2010,"M12","December",9.2,"OH",4,1,244.24,45886,52961,15.4,11539327,12.78,16.2612714984528,10.8773110726079
2011,"M12","December",7.7,"OH",4,1,236.9,44648,49957,15.1,11543463,0,16.2616298606823,10.8189179143981
2012,"M12","December",7.3,"OH",4,1,234.6,44375,48622,15.4,11548369,13.41,16.2620547728395,10.7918313823593
2013,"M12","December",6.4,"OH",4,1,235.3,50748,54793,14.9,11576576,29.6,16.2644943041758,10.9113177275507
2014,"M12","December",4.9,"OH",4,1,244.68,49644,52708,15.6,11602973,11.39,16.2667719163426,10.8725225256651
2015,"M12","December",4.8,"OH",4,1,253.56,53301,56494,13.6,11617850,-0.73,16.2680532664511,10.9418897168052
2016,"M12","December",5,"OH",4,1,264.5,53985,56490,13.7,11635003,9.54,16.2695286125612,10.9418189103193
2017,"M12","December",4.4,"OH",4,1,278.68,60688,62167,12.9,11664129,19.42,16.2720287928402,11.0375795913138
2018,"M12","December",4.4,"OH",4,1,294.99,61633,61633,11.9,11689442,-6.24,16.2741965992038,11.0289527203637
1984,"M12","December",6.7,"OK",4,1,119.41,21148,48817,13.3,3285533,1.4,15.0050394494029,10.7958338918335
1985,"M12","December",7.2,"OK",4,1,113.59,21205,47324,16,3271332,26.33,15.0007077993828,10.7647728453736
1986,"M12","December",7.9,"OK",4,1,111.17,20948,45946,14.7,3252735,14.62,14.9950067388725,10.7352220728521
1987,"M12","December",6.5,"OK",4,1,99.97,21691,45994,17,3210122,2.03,14.9818195006145,10.7362662321813
1988,"M12","December",6,"OK",4,1,97.42,23667,48434,17.3,3167057,12.4,14.9683133234643,10.7879573254204
1989,"M12","December",5.4,"OK",4,1,100.19,23667,46405,14.7,3150307,27.25,14.9630104663703,10.7451624910295
1990,"M12","December",6.3,"OK",4,1,100.44,24384,45564,15.6,3148825,-6.56,14.9625399253411,10.7268732100198
1991,"M12","December",6.2,"OK",4,1,105.8,25462,45909,17,3175440,26.31,14.9709567633844,10.7344164552591
1992,"M12","December",5.7,"OK",4,1,108.59,25284,44482,18.6,3220517,4.46,14.9850524636386,10.7028398919424
1993,"M12","December",5.6,"OK",4,1,114.07,26260,45062,19.9,3252285,7.06,14.9948683841862,10.7157945982653
1994,"M12","December",4.8,"OK",4,1,117.01,26991,45369,16.7,3280940,-1.54,15.0036405246684,10.7225843314189
1995,"M12","December",4,"OK",4,1,122.3,26311,43186,17.1,3308208,34.11,15.0119172110208,10.6732716476348
1996,"M12","December",3.9,"OK",4,1,126.32,27437,43866,16.6,3340129,20.26,15.0215199869615,10.6888948115214
1997,"M12","December",3.7,"OK",4,1,131.27,31351,49063,13.7,3372917,31.01,15.0312885065664,10.8008604655556
1998,"M12","December",3.9,"OK",4,1,137.88,33727,52076,14.1,3405194,26.67,15.0408124709794,10.8604594690173
1999,"M12","December",3.1,"OK",4,1,142.04,32683,49412,12.8,3437147,19.53,15.0501523247748,10.8079485886567
2000,"M12","December",2.6,"OK",4,1,148.5,32432,47423,14.9,3454365,-10.14,15.0551492066858,10.7668626220637
2001,"M12","December",4.4,"OK",4,1,156.82,35609,50627,15.1,3467100,-13.04,15.0588290676316,10.8322403098013
2002,"M12","December",5,"OK",4,1,163.27,36458,51030,14.1,3489080,-23.37,15.0651486491121,10.840168974058
2003,"M12","December",5.1,"OK",4,1,169.17,35902,49136,12.8,3504892,26.38,15.069670264852,10.8023472426806
2004,"M12","December",4.5,"OK",4,1,176.95,39614,52790,10.8,3525233,8.99,15.0754570913348,10.8740770578177
2005,"M12","December",4.1,"OK",4,1,186.57,37645,48523,15.6,3548597,3,15.0820628720674,10.7897931913197
2006,"M12","December",4,"OK",4,1,194.55,38838,48488,15.2,3594090,13.62,15.0948013877483,10.7890716236311
2007,"M12","December",3.6,"OK",4,1,202.22,43216,52466,13.4,3634349,3.53,15.1059405607513,10.8679206197363
2008,"M12","December",4.5,"OK",4,1,202.86,46111,53910,13.6,3668976,-38.49,15.1154231620241,10.8950712684457
2009,"M12","December",6.7,"OK",4,1,203.74,45878,53825,12.9,3717572,23.45,15.1285813249836,10.8934933222326
2010,"M12","December",6.3,"OK",4,1,203.36,43103,49749,16.3,3761702,12.78,15.1403820725211,10.8147456418822
2010,"M12","December",6.3,"OK",4,1,203.36,43103,49749,16.3,3759632,12.78,15.1398316382358,10.8147456418822
2011,"M12","December",5.6,"OK",4,1,201.57,48455,54217,13.9,3787821,0,15.1473014776837,10.9007497913854
2012,"M12","December",5.2,"OK",4,1,204.11,48407,53040,18,3818600,13.41,15.1553944212615,10.8788016248597
2013,"M12","December",4.9,"OK",4,1,206.28,46162,49841,21.2,3853205,29.6,15.1644158274875,10.8165932174655
2014,"M12","December",3.9,"OK",4,1,214.74,47199,50113,17.3,3878367,11.39,15.1709247467175,10.8220357344515
2015,"M12","December",4.3,"OK",4,1,223.71,47077,49897,14.2,3909831,-0.73,15.179004708521,10.8177161596918
2016,"M12","December",4.5,"OK",4,1,228.72,50943,53307,14.6,3926769,9.54,15.1833275083006,10.8838229336132
2017,"M12","December",3.8,"OK",4,1,236.9,51882,53147,12.8,3932640,19.42,15.1848215140438,10.8808169381507
2018,"M12","December",3.1,"OK",4,1,244.29,54434,54434,13.4,3943079,-6.24,15.187472448165,10.9047442376129
1984,"M12","December",9.5,"OR",4,1,99.66,21399,49397,12.8,2666588,1.4,14.7963103105409,10.807644972587
1985,"M12","December",8.2,"OR",4,1,97.18,21894,48862,11.9,2672652,26.33,14.7985817958486,10.7967552772527
1986,"M12","December",6.3,"OR",4,1,97.82,24773,54336,12.3,2683528,14.62,14.8026429046791,10.902942269671
1987,"M12","December",5.7,"OR",4,1,98.75,25038,53091,14.2,2700991,2.03,14.80912930067,10.8797627013393
1988,"M12","December",5,"OR",4,1,105.66,27748,56786,10.4,2741297,12.4,14.8239417240301,10.9470450954551
1989,"M12","December",4.9,"OR",4,1,116.67,28529,55939,11.2,2790575,27.25,14.8417582257532,10.9320170903001
1990,"M12","December",5.6,"OR",4,1,133.92,29281,54715,9.2,2860375,-6.56,14.8664632930818,10.9098931738525
1991,"M12","December",7,"OR",4,1,144.92,30190,54433,13.5,2928507,26.31,14.8900032948113,10.904725866573
1992,"M12","December",7.2,"OR",4,1,156.29,31927,56168,11.4,2991755,4.46,14.911370729697,10.9361024786971
1993,"M12","December",6.1,"OR",4,1,168.86,33138,56865,11.8,3060367,7.06,14.9340454013775,10.9484353166185
1994,"M12","December",4.5,"OR",4,1,186.84,31456,52875,11.8,3121264,-1.54,14.9537486059485,10.8756859163486
1995,"M12","December",5,"OR",4,1,203.9,36374,59703,11.2,3184369,34.11,14.9737647111913,10.9971375493744
1996,"M12","December",5.7,"OR",4,1,217.97,35492,56744,11.8,3247111,20.26,14.9932762359026,10.9463052028819
1997,"M12","December",5.1,"OR",4,1,231.58,37247,58290,11.6,3304310,31.01,15.0107382348875,10.9731858310396
1998,"M12","December",5.6,"OR",4,1,240.98,39067,60321,15,3352449,26.67,15.0252016814943,11.0074355807938
1999,"M12","December",4.8,"OR",4,1,245.14,40619,61410,12.6,3393941,19.53,15.0375023410071,11.0253279673234
